Transaction ID,Sale ID,Overall Score,Durability Score,Quality Score,Color Score,Value For Money Score,Fit Score
AAA124218,1,98,97,78,60,99,88
AAA124218,2,89,94,99,48,93,92
AAA124218,3,88,97,92,56,58,91
AAA124219,1,77,97,90,70,72,87
AAA124220,1,89,76,97,86,84,93
AAA124221,1,95,98,87,98,63,83
AAA124222,2,99,100,90,89,76,86
AAA124222,3,64,80,81,71,68,88
AAA124222,4,90,100,78,77,57,99
AAA124223,1,98,97,95,72,88,78
AAA124225,1,92,99,95,74,100,92
AAA124225,2,89,76,58,98,68,85
AAA124225,3,73,79,49,83,64,83
AAA124226,1,66,86,78,93,69,99
AAA124229,1,98,97,89,80,86,80
AAA124230,1,88,93,95,95,87,87
AAA124232,1,94,95,92,44,68,86
AAA124233,1,91,96,85,71,81,86
AAA124233,2,84,87,96,95,73,87
AAA124234,1,87,86,92,75,59,89
AAA124234,2,69,81,48,92,34,78
AAA124234,3,83,74,51,68,68,92
AAA124235,1,89,94,92,65,94,92
AAA124235,2,53,97,93,65,99,79
AAA124236,1,86,90,89,70,57,90
AAA124237,1,98,95,95,67,88,81
AAA124239,1,95,96,78,49,88,89
AAA124239,2,66,76,29,70,44,78
AAA124240,1,95,97,92,85,81,80
AAA124240,2,77,91,86,89,55,84
AAA124240,3,85,88,80,75,87,80
AAA124240,4,93,83,96,81,99,92
AAA124240,5,96,96,86,48,68,80
AAA124241,1,70,97,93,58,89,86
AAA124241,2,65,92,57,63,65,78
AAA124241,3,100,100,100,85,95,86
AAA124242,1,84,99,92,49,85,85
AAA124243,1,71,73,47,80,61,96
AAA124244,1,88,91,99,81,87,84
AAA124248,1,59,86,49,65,50,78
AAA124250,1,99,80,88,95,53,81
AAA124250,2,97,96,82,66,87,88
AAA124251,3,94,89,52,44,71,86
AAA124251,4,65,72,41,61,48,85
AAA124252,2,94,100,95,44,79,91
AAA124253,1,88,91,77,100,81,82
AAA124253,2,57,85,39,49,99,84
AAA124253,3,58,93,43,85,71,85
AAA124254,1,93,77,86,96,77,92
AAA124254,2,77,95,88,73,89,94
AAA124256,1,86,99,89,67,86,92
AAA124257,1,92,96,99,78,86,80
AAA124257,2,70,85,44,77,49,82
AAA124258,1,67,86,45,60,65,92
AAA124263,1,70,85,92,87,54,98
AAA124263,2,56,97,88,73,57,90
AAA124265,2,86,87,87,90,79,81
AAA124266,1,86,98,93,69,88,90
AAA124266,3,81,73,91,63,41,93
AAA124267,1,96,84,93,97,71,90
AAA124268,1,82,84,48,53,64,89
AAA124269,1,78,81,98,58,72,89
AAA124270,1,60,78,64,30,48,90
AAA124271,1,70,85,46,95,47,92
AAA124271,3,90,91,99,75,94,80
AAA124272,2,85,94,91,64,90,85
AAA124272,4,80,78,54,74,37,92
AAA124273,1,98,100,89,60,90,88
AAA124273,2,84,77,36,79,66,87
AAA124273,3,85,95,92,88,96,91
AAA124274,2,78,99,97,56,89,92
AAA124275,2,63,72,47,71,62,100
AAA124276,1,78,81,52,87,87,80
AAA124276,2,76,98,86,79,87,85
AAA124278,1,97,95,85,53,88,99
AAA124278,2,89,97,95,41,98,85
AAA124279,1,87,94,78,54,96,86
AAA124280,2,87,95,81,82,90,81
AAA124280,3,77,77,46,59,61,79
AAA124281,1,95,97,90,63,97,85
AAA124281,2,74,83,54,72,81,78
AAA124282,1,91,99,100,73,92,82
AAA124282,2,78,100,76,72,77,85
AAA124282,3,66,77,36,65,95,88
AAA124283,1,89,78,32,58,76,90
AAA124285,1,90,96,90,77,88,88
AAA124285,2,97,94,90,55,86,83
AAA124285,3,88,89,87,98,69,95
AAA124286,1,95,94,96,79,90,81
AAA124286,2,89,99,84,83,79,83
AAA124286,3,96,94,91,92,86,89
AAA124287,2,84,75,96,86,94,100
AAA124287,3,96,91,88,73,74,78
AAA124289,1,49,86,97,33,66,82
AAA124290,1,92,69,46,67,76,98
AAA124291,1,86,84,45,94,85,80
AAA124292,2,88,88,94,93,67,92
AAA124293,1,87,86,91,95,60,99
AAA124293,2,92,96,88,93,77,92
AAA124294,1,100,96,86,63,92,90
AAA124294,2,46,97,87,84,87,82
AAA124294,3,90,97,95,62,96,87
AAA124295,1,78,94,84,96,58,89
AAA124296,2,80,79,48,50,65,94
AAA124298,1,83,87,92,65,95,96
AAA124299,1,94,68,36,69,80,86
AAA124302,1,72,93,86,99,95,86
AAA124303,3,81,84,54,96,63,91
AAA124304,1,96,99,90,80,63,87
AAA124306,1,93,75,88,93,68,84
AAA124307,1,91,97,95,72,99,89
AAA124308,1,85,97,86,87,92,78
AAA124308,2,97,96,87,61,88,88
AAA124308,3,61,79,35,33,77,82
AAA124311,2,66,83,47,49,71,79
AAA124311,3,95,98,92,42,80,82
AAA124312,1,92,73,88,83,85,79
AAA124313,1,100,90,90,83,63,82
AAA124314,1,97,82,84,96,97,80
AAA124314,2,75,99,94,64,61,82
AAA124318,1,68,88,46,96,51,91
AAA124322,1,88,99,95,51,95,91
AAA124323,1,100,84,88,92,65,94
AAA124324,1,86,99,93,41,61,86
AAA124324,2,83,95,87,66,98,88
AAA124324,3,91,98,98,79,65,82
AAA124325,1,77,96,95,70,80,85
AAA124326,1,96,82,92,79,75,90
AAA124327,1,97,97,84,87,93,92
AAA124329,1,97,88,85,99,80,98
AAA124331,1,90,89,91,86,91,84
AAA124331,2,94,95,94,73,60,100
AAA124331,3,75,76,43,61,66,91
AAA124332,1,94,99,95,66,71,87
AAA124332,3,95,96,99,41,89,81
AAA124333,1,88,96,87,98,96,86
AAA124333,2,67,88,49,88,62,80
AAA124334,1,90,87,98,62,83,89
AAA124335,4,59,88,40,48,77,82
AAA124336,1,72,71,50,62,62,89
AAA124337,1,86,98,98,42,90,83
AAA124337,2,70,78,42,94,80,78
AAA124338,1,72,96,92,74,92,81
AAA124339,1,68,68,44,70,37,89
AAA124339,2,97,87,96,82,95,82
AAA124339,3,56,72,39,79,82,87
AAA124340,1,85,97,91,42,59,87
AAA124340,2,91,84,43,83,65,83
AAA124341,1,98,93,94,86,89,94
AAA124342,1,86,94,93,57,87,97
AAA124342,2,91,91,86,97,92,78
AAA124342,3,76,75,45,78,93,82
AAA124344,1,74,96,91,76,87,79
AAA124344,3,52,86,37,56,69,82
AAA124345,1,91,90,94,76,86,89
AAA124346,1,88,92,86,85,79,98
AAA124348,3,71,81,48,64,66,89
AAA124350,1,83,98,98,62,89,87
AAA124352,1,89,96,100,86,85,95
AAA124353,1,86,96,78,79,87,93
AAA124353,2,60,86,91,78,67,98
AAA124353,3,94,81,100,85,68,88
AAA124354,1,90,99,93,66,91,82
AAA124355,2,75,80,88,92,74,91
AAA124356,1,94,96,100,99,93,98
AAA124359,1,91,83,94,93,100,91
AAA124359,2,87,84,90,74,89,100
AAA124359,3,73,81,91,87,63,91
AAA124361,1,87,89,54,81,72,85
AAA124361,2,84,84,91,69,88,85
AAA124361,4,87,89,92,62,53,88
AAA124362,1,84,97,95,60,88,84
AAA124363,1,92,97,85,62,86,82
AAA124364,1,85,100,83,60,90,92
AAA124365,1,96,86,99,96,61,91
AAA124367,1,94,97,98,65,90,82
AAA124369,1,72,78,92,95,62,94
AAA124369,2,88,98,92,50,87,86
AAA124370,1,87,79,53,93,67,87
AAA124372,4,61,79,49,68,56,80
AAA124373,1,89,90,79,76,90,86
AAA124374,1,94,96,98,43,66,85
AAA124375,1,81,86,56,36,62,83
AAA124376,1,88,99,82,52,89,85
AAA124376,3,90,98,87,54,89,89
AAA124376,4,94,92,83,63,68,87
AAA124378,1,70,84,40,85,79,87
AAA124378,3,85,94,94,84,99,82
AAA124379,1,99,97,92,72,82,87
AAA124379,2,80,81,95,99,84,82
AAA124379,3,87,84,92,99,91,81
AAA124382,2,100,99,95,56,91,82
AAA124382,3,96,99,86,79,87,91
AAA124383,1,68,78,37,42,61,95
AAA124383,3,85,99,99,62,96,86
AAA124384,1,71,79,50,73,57,80
AAA124385,1,83,71,35,79,54,85
AAA124386,1,93,84,86,69,69,94
AAA124387,1,97,80,87,100,87,88
AAA124389,1,87,98,94,65,98,85
AAA124390,1,74,67,41,83,64,89
AAA124392,2,90,96,94,94,93,89
AAA124393,1,87,96,87,97,91,84
AAA124395,1,96,97,95,57,97,88
AAA124396,1,99,96,88,62,99,92
AAA124398,1,89,95,83,82,59,87
AAA124400,1,94,91,93,61,79,88
AAA124400,2,80,77,29,81,73,78
AAA124400,3,98,97,98,88,86,93
AAA124401,1,94,81,88,91,71,85
AAA124402,1,78,87,55,60,74,87
AAA124403,1,89,96,89,72,74,87
AAA124404,1,55,87,30,67,47,82
AAA124404,2,97,100,93,34,98,80
AAA124404,3,96,86,91,54,61,82
AAA124405,1,56,77,56,43,73,81
AAA124405,3,87,99,93,70,92,95
AAA124406,1,90,99,92,88,80,81
AAA124407,1,100,98,93,43,77,93
AAA124408,1,90,96,90,36,88,86
AAA124409,1,62,83,46,72,50,87
AAA124409,2,55,71,48,60,49,90
AAA124410,1,95,98,86,59,76,89
AAA124410,2,92,79,93,89,77,99
AAA124411,1,93,99,90,47,72,97
AAA124411,2,66,73,94,95,69,84
AAA124411,3,86,87,85,76,76,86
AAA124412,1,66,95,96,82,74,92
AAA124415,1,64,86,94,93,68,95
AAA124415,2,54,94,89,69,79,78
AAA124416,1,90,95,99,67,90,90
AAA124418,1,96,88,93,79,100,86
AAA124419,1,92,90,87,72,96,92
AAA124422,1,75,95,100,45,87,92
AAA124423,1,85,99,90,78,83,79
AAA124424,1,90,100,90,53,77,88
AAA124425,1,85,92,83,74,87,83
AAA124425,3,77,98,85,95,80,83
AAA124427,1,88,99,91,33,86,87
AAA124428,1,97,93,80,61,86,95
AAA124428,3,96,100,91,55,91,75
AAA124430,1,92,99,89,73,93,94
AAA124432,1,76,77,49,53,52,83
AAA124433,1,97,99,92,94,68,81
AAA124434,1,92,88,96,77,72,98
AAA124435,1,72,95,90,38,99,82
AAA124436,2,88,88,89,79,63,85
AAA124436,3,77,71,38,58,83,86
AAA124436,4,78,78,46,62,93,90
AAA124438,1,96,98,87,64,77,90
AAA124439,1,94,86,96,96,79,96
AAA124440,1,92,96,93,59,63,89
AAA124441,1,65,72,44,82,68,83
AAA124441,4,98,81,82,96,88,87
AAA124442,3,95,100,87,77,84,97
AAA124445,2,98,97,93,73,93,78
AAA124445,3,96,100,91,90,67,90
AAA124446,1,85,92,97,94,79,87
AAA124448,3,87,75,45,92,48,91
AAA124450,1,77,84,51,85,57,86
AAA124450,2,61,98,91,69,74,78
AAA124453,2,83,99,82,80,98,90
AAA124453,3,94,99,82,92,56,84
AAA124454,2,83,98,96,66,98,92
AAA124455,2,86,78,47,68,62,91
AAA124456,1,54,73,45,91,66,81
AAA124458,2,96,94,86,64,76,98
AAA124459,1,87,76,61,95,79,89
AAA124459,2,62,87,93,54,74,89
AAA124459,3,69,81,52,94,46,81
AAA124462,1,78,87,100,98,98,83
AAA124464,1,73,94,91,64,27,99
AAA124464,2,91,95,99,61,77,89
AAA124465,1,91,71,43,69,63,98
AAA124465,3,88,93,89,70,100,90
AAA124466,1,94,98,90,74,93,91
AAA124466,2,94,85,91,89,64,98
AAA124468,1,88,94,98,80,77,89
AAA124470,1,86,97,88,42,91,81
AAA124472,1,100,97,95,40,75,78
AAA124473,1,94,100,98,74,87,84
AAA124474,1,76,79,43,85,82,97
AAA124475,1,91,99,94,50,59,87
AAA124476,1,67,79,55,39,67,78
AAA124476,3,98,85,97,83,83,77
AAA124478,1,100,93,93,64,89,93
AAA124478,3,69,73,50,97,59,92
AAA124479,1,83,99,86,57,93,97
AAA124479,2,76,74,48,85,74,87
AAA124479,3,84,93,93,58,99,95
AAA124480,3,87,79,77,96,82,91
AAA124481,1,86,80,84,86,95,92
AAA124482,1,98,97,88,87,94,80
AAA124483,1,88,96,100,88,85,90
AAA124483,2,90,76,45,84,64,81
AAA124483,3,96,98,96,80,80,91
AAA124485,1,88,96,88,81,68,91
AAA124485,3,85,83,97,39,51,89
AAA124486,1,99,91,95,91,91,81
AAA124486,2,95,97,91,54,91,85
AAA124487,1,61,97,95,61,82,82
AAA124488,1,77,84,42,82,77,78
AAA124490,1,92,84,99,91,59,81
AAA124490,2,83,97,97,83,93,86
AAA124490,3,94,99,86,88,74,89
AAA124490,5,90,99,92,44,87,86
AAA124491,1,94,99,91,87,87,91
AAA124491,2,98,99,98,98,77,92
AAA124491,3,79,88,49,93,47,89
AAA124492,1,90,84,97,92,71,86
AAA124493,1,81,98,79,76,70,91
AAA124493,2,95,81,78,97,80,95
AAA124493,3,56,76,52,52,56,82
AAA124495,1,97,97,86,60,99,86
AAA124498,1,92,97,84,80,72,91
AAA124499,1,85,95,97,93,83,94
AAA124501,1,92,90,86,78,58,95
AAA124504,1,89,76,87,99,71,69
AAA124504,2,92,96,89,69,99,83
AAA124504,3,88,83,98,92,69,85
AAA124505,1,49,71,40,54,22,86
AAA124506,2,98,99,93,49,78,80
AAA124506,3,97,97,95,40,90,86
AAA124507,1,73,98,85,73,67,91
AAA124508,1,83,94,95,74,61,87
AAA124508,2,87,94,96,79,91,85
AAA124509,1,97,85,91,82,67,86
AAA124510,1,92,98,88,97,74,84
AAA124511,1,95,97,76,51,86,97
AAA124512,1,91,86,91,92,63,94
AAA124513,1,96,94,96,98,63,81
AAA124514,2,78,80,40,98,68,79
AAA124515,2,80,100,98,36,68,93
AAA124520,1,89,99,98,71,71,88
AAA124520,2,83,98,95,77,77,97
AAA124520,3,95,98,94,65,98,87
AAA124521,1,92,99,93,55,96,84
AAA124524,1,96,94,98,74,91,88
AAA124524,3,72,79,42,75,54,91
AAA124525,1,72,72,40,61,52,88
AAA124525,3,92,80,87,92,80,95
AAA124526,1,94,86,83,97,71,78
AAA124526,2,97,88,89,61,91,85
AAA124527,1,91,99,90,64,87,81
AAA124528,1,67,76,45,96,46,79
AAA124531,1,98,97,90,79,94,92
AAA124532,1,80,77,32,84,74,82
AAA124532,2,85,84,54,44,58,78
AAA124532,3,94,90,47,77,77,89
AAA124535,1,96,100,87,81,84,85
AAA124537,1,88,76,87,97,57,92
AAA124542,1,84,74,89,93,66,91
AAA124542,2,90,83,50,96,68,79
AAA124544,1,96,82,86,69,90,88
AAA124545,1,54,77,45,75,42,91
AAA124546,1,83,81,36,84,65,98
AAA124547,1,77,94,50,100,55,84
AAA124548,1,99,93,93,56,97,95
AAA124548,2,77,75,49,62,69,92
AAA124549,1,93,96,87,69,80,81
AAA124550,1,93,86,41,91,95,96
AAA124553,1,92,94,89,60,80,81
AAA124555,1,55,80,33,96,68,86
AAA124556,1,94,94,90,46,97,86
AAA124558,1,76,81,41,90,64,79
AAA124558,2,86,77,91,99,65,85
AAA124558,3,72,84,58,77,40,92
AAA124559,1,89,98,93,53,83,91
AAA124560,1,65,89,36,46,58,80
AAA124560,3,70,87,31,96,80,91
AAA124561,3,89,70,64,98,46,93
AAA124562,1,74,98,94,49,94,92
AAA124562,2,70,80,42,91,67,84
AAA124562,3,95,99,82,65,66,89
AAA124563,1,92,92,79,84,77,84
AAA124564,1,64,78,56,79,93,90
AAA124564,2,52,81,28,92,56,91
AAA124564,3,63,94,97,96,77,92
AAA124566,1,82,72,47,95,85,91
AAA124567,1,99,86,96,61,88,74
AAA124569,1,55,98,89,60,56,78
AAA124569,2,73,85,86,97,57,89
AAA124569,3,93,84,90,92,58,91
AAA124570,1,89,96,92,94,92,94
AAA124571,1,84,99,93,72,76,78
AAA124572,2,87,88,86,61,71,89
AAA124572,5,86,94,93,92,68,85
AAA124573,1,62,80,46,70,59,90
AAA124574,1,74,98,92,99,72,97
AAA124574,2,81,95,95,48,81,85
AAA124575,1,85,84,90,98,61,98
AAA124576,1,69,93,50,64,55,90
AAA124577,1,75,86,45,77,86,85
AAA124578,1,90,94,85,84,88,80
AAA124579,1,93,88,83,90,75,87
AAA124579,3,73,79,55,64,89,79
AAA124581,1,86,80,97,80,93,78
AAA124582,1,91,97,95,93,91,87
AAA124583,1,87,95,92,92,82,91
AAA124584,2,89,78,38,73,57,79
AAA124585,1,61,100,87,45,90,80
AAA124586,1,84,69,100,94,98,79
AAA124587,1,95,93,90,58,89,92
AAA124589,1,59,82,43,96,33,88
AAA124589,2,59,70,35,78,49,80
AAA124590,1,74,79,41,90,62,88
AAA124590,3,89,93,84,75,96,98
AAA124591,1,97,99,94,69,97,88
AAA124592,1,100,95,81,71,99,79
AAA124593,1,59,94,90,68,56,84
AAA124594,1,97,97,98,48,71,88
AAA124595,1,77,84,43,90,69,85
AAA124595,2,98,76,97,73,66,83
AAA124595,3,87,82,32,95,75,89
AAA124596,1,87,81,84,94,55,99
AAA124597,1,90,85,84,70,62,89
AAA124597,2,96,99,96,58,96,78
AAA124597,3,99,100,83,50,89,87
AAA124599,1,98,80,84,90,78,87
AAA124600,1,88,96,97,75,67,80
AAA124601,1,95,80,52,58,95,83
AAA124601,2,91,96,89,36,97,83
AAA124602,1,70,85,36,95,80,84
AAA124602,2,69,69,28,73,67,79
AAA124603,1,99,98,92,66,75,88
AAA124603,2,96,94,92,53,73,92
AAA124603,3,82,76,49,79,61,89
AAA124604,1,88,85,52,76,48,89
AAA124605,1,57,80,45,98,54,91
AAA124606,1,71,79,39,99,87,95
AAA124606,4,87,74,65,84,63,83
AAA124606,5,83,87,95,100,61,88
AAA124607,1,90,82,94,97,78,82
AAA124608,1,53,73,48,64,77,96
AAA124608,2,98,96,96,59,76,78
AAA124608,3,97,85,80,82,72,83
AAA124609,1,95,95,99,70,61,90
AAA124609,2,99,100,96,47,93,99
AAA124609,3,82,84,81,86,99,79
AAA124610,1,85,90,95,94,79,92
AAA124611,1,96,99,96,98,86,84
AAA124612,1,85,90,92,84,84,83
AAA124613,1,93,97,93,75,67,93
AAA124614,1,78,96,92,52,90,82
AAA124615,1,83,93,94,100,76,81
AAA124615,2,92,77,82,82,65,96
AAA124617,2,75,74,89,97,89,86
AAA124617,3,95,98,97,41,70,96
AAA124618,1,97,95,89,30,66,86
AAA124619,1,97,88,91,97,88,82
AAA124620,1,97,96,78,67,76,90
AAA124621,1,92,94,85,92,83,90
AAA124621,2,94,97,94,95,91,84
AAA124623,1,65,71,53,85,61,78
AAA124623,2,96,94,92,67,97,92
AAA124624,1,92,92,93,93,94,82
AAA124624,3,80,97,98,95,83,95
AAA124625,1,70,78,55,67,57,80
AAA124626,1,64,68,40,76,81,92
AAA124627,1,83,77,89,53,43,83
AAA124627,2,90,94,94,74,86,90
AAA124627,3,86,65,36,86,83,94
AAA124628,1,94,78,47,65,61,80
AAA124629,1,89,100,91,57,77,84
AAA124630,1,91,95,95,91,77,91
AAA124631,1,88,84,94,71,87,90
AAA124632,1,88,100,89,53,90,88
AAA124632,2,94,90,96,64,85,90
AAA124632,3,99,94,89,95,95,92
AAA124633,1,92,95,87,71,89,87
AAA124633,2,93,94,49,84,94,87
AAA124633,3,86,90,85,91,90,77
AAA124635,1,92,94,91,65,89,98
AAA124636,1,80,91,95,92,80,82
AAA124636,2,100,99,99,79,73,87
AAA124636,4,82,98,84,97,88,78
AAA124644,1,79,95,94,37,54,90
AAA124645,1,91,77,100,76,40,87
AAA124645,2,83,91,90,50,95,78
AAA124645,3,56,78,46,97,39,86
AAA124647,2,83,98,85,76,88,81
AAA124647,3,90,100,88,85,89,90
AAA124648,1,67,81,89,57,60,83
AAA124649,1,90,98,91,39,91,90
AAA124650,1,77,97,93,87,71,100
AAA124650,3,96,91,96,91,59,92
AAA124651,1,87,85,92,62,75,81
AAA124651,2,71,95,96,80,72,80
AAA124651,3,95,97,81,86,68,80
AAA124652,1,74,99,92,59,90,85
AAA124653,1,81,80,46,99,70,89
AAA124653,3,86,94,89,81,65,86
AAA124654,1,88,83,84,86,65,88
AAA124654,2,97,93,91,100,84,92
AAA124654,3,100,98,89,40,78,78
AAA124655,1,84,99,89,53,99,91
AAA124656,1,91,77,96,98,87,89
AAA124656,2,67,81,51,62,50,80
AAA124656,3,83,82,83,95,86,80
AAA124659,1,85,67,38,86,65,82
AAA124659,2,100,91,90,95,87,95
AAA124660,1,76,99,89,42,88,92
AAA124661,1,100,94,93,56,77,86
AAA124661,2,72,78,57,97,23,83
AAA124661,3,100,85,96,89,65,87
AAA124663,1,81,85,48,58,76,82
AAA124666,3,87,95,99,83,75,84
AAA124667,1,81,97,95,76,77,97
AAA124668,1,85,86,88,99,74,68
AAA124669,2,51,86,38,65,76,85
AAA124670,1,99,96,86,52,80,90
AAA124671,1,95,100,84,59,79,80
AAA124672,1,71,94,91,71,85,89
AAA124674,1,96,99,98,49,98,89
AAA124675,1,91,82,97,92,57,83
AAA124676,2,84,94,91,57,74,86
AAA124676,3,95,96,92,70,84,90
AAA124678,1,64,73,85,99,63,89
AAA124679,1,95,80,89,87,80,78
AAA124680,1,98,97,95,68,81,74
AAA124681,1,86,81,49,93,56,90
AAA124681,2,92,99,91,37,97,87
AAA124681,3,67,82,50,71,67,80
AAA124683,1,90,75,92,65,65,87
AAA124684,1,96,91,90,87,55,93
AAA124686,1,97,98,92,64,90,83
AAA124687,1,95,74,44,92,83,82
AAA124688,1,86,97,94,73,84,82
AAA124689,1,85,93,98,85,79,90
AAA124689,2,87,79,93,98,72,91
AAA124689,3,69,93,90,97,41,85
AAA124690,1,79,85,86,98,87,91
AAA124691,1,92,97,91,49,97,89
AAA124692,1,85,97,92,80,84,80
AAA124693,1,71,89,47,80,40,82
AAA124694,1,99,86,99,98,97,88
AAA124695,2,66,99,83,80,89,99
AAA124696,1,77,97,85,73,74,88
AAA124697,1,82,79,38,92,83,88
AAA124699,1,94,97,92,98,99,84
AAA124700,2,99,89,91,84,57,91
AAA124701,1,97,99,85,94,82,80
AAA124702,1,84,81,72,93,75,87
AAA124702,2,98,67,45,67,69,83
AAA124703,1,57,86,50,49,63,89
AAA124703,3,83,97,80,70,94,85
AAA124704,1,85,83,35,86,58,85
AAA124705,2,84,81,100,69,68,91
AAA124707,1,80,98,92,43,78,86
AAA124707,2,87,84,91,95,83,92
AAA124707,3,92,99,94,56,77,92
AAA124707,4,88,91,97,95,81,92
AAA124707,5,72,82,50,84,34,82
AAA124708,1,93,97,98,94,97,93
AAA124708,2,91,98,82,35,97,92
AAA124709,2,79,97,91,42,95,93
AAA124709,3,65,99,90,38,99,83
AAA124710,1,87,98,93,66,72,88
AAA124711,1,70,81,49,61,69,80
AAA124712,2,97,97,91,52,59,84
AAA124712,3,88,75,87,100,67,76
AAA124713,1,89,89,92,70,95,78
AAA124714,1,97,90,97,95,98,96
AAA124714,2,67,79,51,77,55,89
AAA124716,1,99,85,93,69,92,95
AAA124717,1,84,99,86,77,81,92
AAA124717,2,96,93,97,100,88,92
AAA124722,1,93,83,47,66,96,86
AAA124723,1,98,82,96,94,79,90
AAA124724,1,99,87,84,56,88,86
AAA124725,1,79,86,90,75,84,92
AAA124725,2,92,77,57,97,80,83
AAA124726,1,56,81,37,67,67,90
AAA124727,1,94,81,40,93,76,82
AAA124727,3,87,100,94,63,81,81
AAA124727,4,94,97,88,98,87,91
AAA124727,5,89,100,95,56,75,92
AAA124728,1,82,78,89,70,76,78
AAA124728,2,88,88,90,100,61,87
AAA124728,3,62,74,53,87,94,81
AAA124729,3,88,79,90,66,47,96
AAA124730,1,98,94,89,53,86,79
AAA124731,1,69,85,32,97,72,92
AAA124734,1,92,98,94,89,72,97
AAA124735,1,97,77,57,95,94,78
AAA124735,2,60,83,36,70,64,91
AAA124735,3,73,79,46,44,63,82
AAA124737,1,96,97,89,62,86,99
AAA124738,1,93,75,96,84,76,93
AAA124738,2,84,77,55,54,71,83
AAA124738,3,90,99,96,73,88,85
AAA124739,3,79,77,46,76,70,84
AAA124740,1,93,96,93,49,81,89
AAA124741,1,79,80,39,92,74,92
AAA124742,2,55,75,37,65,42,90
AAA124742,3,87,94,82,54,63,81
AAA124743,1,74,82,52,79,66,99
AAA124744,1,88,98,87,66,89,94
AAA124744,2,94,88,88,92,53,89
AAA124744,4,82,89,48,50,67,81
AAA124744,5,87,97,97,44,72,78
AAA124745,1,99,92,90,85,98,92
AAA124746,2,100,98,88,97,87,92
AAA124747,1,84,96,86,70,89,92
AAA124747,2,97,96,84,48,69,85
AAA124747,3,97,98,82,52,92,91
AAA124748,2,88,82,40,62,79,78
AAA124748,3,99,94,96,65,79,86
AAA124749,2,81,94,87,71,62,82
AAA124750,1,95,99,95,50,86,85
AAA124750,2,70,80,42,98,42,79
AAA124750,3,95,95,96,59,98,85
AAA124751,1,90,84,86,82,85,91
AAA124752,1,84,99,89,68,88,95
AAA124753,1,93,86,51,66,55,83
AAA124753,2,94,99,92,36,95,83
AAA124753,5,84,89,54,79,61,90
AAA124755,1,87,92,89,65,97,84
AAA124756,3,83,97,98,49,67,94
AAA124757,1,91,96,95,29,87,91
AAA124757,2,88,83,44,71,63,86
AAA124757,3,70,76,56,94,57,78
AAA124757,4,95,99,86,38,92,82
AAA124757,5,91,97,91,48,90,89
AAA124758,2,58,68,51,38,72,82
AAA124758,3,70,88,80,94,97,85
AAA124759,1,85,96,89,55,88,94
AAA124759,2,96,98,97,72,56,79
AAA124760,1,70,79,49,79,33,97
AAA124764,1,91,97,94,42,81,79
AAA124765,1,77,97,84,30,98,84
AAA124766,2,96,96,93,63,57,84
AAA124767,1,94,100,98,60,97,89
AAA124767,2,79,95,94,92,60,89
AAA124767,3,85,97,91,96,95,88
AAA124768,2,88,89,91,88,60,76
AAA124768,3,87,97,85,66,85,81
AAA124769,1,93,86,86,99,80,97
AAA124769,2,74,95,87,65,69,92
AAA124769,3,87,86,88,67,97,93
AAA124769,4,100,95,92,60,77,80
AAA124770,1,74,90,95,95,84,89
AAA124770,2,71,92,50,44,58,79
AAA124770,3,64,78,41,91,63,86
AAA124771,1,98,97,81,34,76,84
AAA124773,2,65,71,40,43,52,90
AAA124773,3,63,84,49,99,63,87
AAA124774,2,76,97,89,70,78,66
AAA124775,1,63,89,44,76,61,91
AAA124775,3,82,86,80,29,54,79
AAA124776,1,93,86,93,97,71,86
AAA124777,1,82,92,44,92,57,99
AAA124778,2,96,86,87,88,78,94
AAA124778,3,58,80,41,74,60,80
AAA124779,1,96,99,73,61,91,80
AAA124780,1,58,82,88,77,60,87
AAA124781,1,90,99,89,61,94,100
AAA124781,3,98,80,90,78,75,97
AAA124782,1,98,94,80,73,89,87
AAA124782,3,91,78,48,85,60,92
AAA124783,1,92,100,90,70,100,96
AAA124784,1,92,99,93,63,83,78
AAA124785,1,96,95,91,34,78,89
AAA124786,1,66,87,53,66,64,92
AAA124786,2,87,77,46,72,90,83
AAA124787,1,93,83,90,68,73,86
AAA124788,1,82,98,99,70,86,89
AAA124789,3,81,95,96,19,87,92
AAA124790,1,99,96,90,66,71,87
AAA124791,1,100,71,96,96,82,90
AAA124792,1,76,100,95,95,87,78
AAA124793,1,62,82,94,68,53,91
AAA124795,1,63,77,41,85,49,87
AAA124795,2,83,98,84,65,94,82
AAA124795,3,79,95,90,97,58,91
AAA124796,1,96,97,100,71,95,82
AAA124796,2,70,75,51,89,65,80
AAA124797,1,74,84,90,76,59,92
AAA124798,1,93,86,41,57,78,80
AAA124798,2,97,96,98,42,89,90
AAA124798,3,92,95,95,84,65,83
AAA124799,3,87,98,95,72,85,78
AAA124800,1,62,99,90,63,92,80
AAA124802,1,100,82,99,81,90,88
AAA124803,1,85,99,76,41,98,89
AAA124804,1,87,79,92,89,47,82
AAA124805,1,100,93,87,64,87,85
AAA124805,2,95,94,89,64,73,90
AAA124806,2,96,78,84,96,91,89
AAA124807,1,82,81,47,74,68,78
AAA124809,1,93,95,76,57,86,78
AAA124811,1,75,96,97,71,81,81
AAA124813,1,45,69,37,68,77,81
AAA124814,2,68,81,48,90,62,81
AAA124814,3,98,96,92,49,76,90
AAA124815,1,89,99,94,44,76,79
AAA124817,1,86,95,94,77,93,98
